City_ID,City,Country,Date,Lng,Lat,Max Temp,Humidity,Cloudiness,Wind Speed
279,Harrison,US,2022-02-01 13:55:14,-89.0436,30.4091,61.05,76,0,11.5
280,Mandera,KE,2022-02-01 13:55:15,41.867,3.9366,96.12,23,89,14.03
281,Belaya Kholunitsa,RU,2022-02-01 13:55:15,50.8528,58.84,29.46,96,100,11.77
282,Aswan,EG,2022-02-01 13:55:15,32.907,24.0934,70.9,26,0,11.5
283,Saldanha,ZA,2022-02-01 13:55:16,17.9442,-33.0117,72.66,75,17,12.8
284,Kilindoni,TZ,2022-02-01 13:55:16,39.6668,-7.9139,83.07,71,98,8.23
285,Pevek,RU,2022-02-01 13:55:17,170.3133,69.7008,-15.84,93,85,2.21
286,Thompson,CA,2022-02-01 13:55:17,-97.8558,55.7435,-16.44,76,100,11.5
287,Muros,ES,2022-02-01 13:55:17,-9.0603,42.7762,65.23,49,0,13.29
288,Caravelas,BR,2022-02-01 13:55:18,-39.2481,-17.7125,88.11,59,100,9.95
289,Ponta Delgada,PT,2022-02-01 13:55:18,-25.6667,37.7333,67.5,63,20,13.8
290,Ixtapa,MX,2022-02-01 13:55:18,-105.2,20.7,61.23,90,0,2.86
291,Belyy Yar,RU,2022-02-01 13:55:19,91.3903,53.6039,-9.51,77,100,2.24
